bias,beta_0,beta_1,beta_2
0.242732789454,0.935805491968,0.562862403921,0.0295200841054
0.316056560335,0.936243220573,0.65818281152,0.0345574339645
0.333110504814,1.06935671915,0.703508112431,0.0330084169425
0.369434860878,0.955622492166,0.373092918274,0.047155006126
0.431295996907,0.960113830791,0.405328888019,0.0422329393548
0.431295996907,0.960113830791,0.405328888019,0.0422329393548
0.431295996907,0.93695491076,0.433857096572,0.0428205072241
0.502230012403,0.84979554847,0.349463969374,0.0548521938573
0.56487835294,0.821462366089,0.315315075784,0.0527151159328
0.56487835294,0.821462366089,0.315315075784,0.0527151159328
0.61513034325,0.821462366089,0.315315075784,0.0527151159328
0.710616617134,0.817963573862,0.414948484257,0.026206504123
0.710616617134,0.756503367934,0.343077671356,0.0428927156267
0.710616617134,0.756503367934,0.343077671356,0.0428927156267
0.775188669884,0.466160627543,0.361424431276,0.0434289763022
0.840759404111,0.466160627543,0.361424431276,0.0434289763022
0.840759404111,0.65384603915,0.365164542769,0.0166104478365
0.840759404111,0.653403500111,0.391054382131,0.0013594355213
0.820463870285,0.31667324507,0.419952876723,-0.0273183017346
0.854722875892,0.180068741073,0.259228361898,-0.030611290271
0.854722875892,0.454403260823,0.0367355182455,-0.0180159745968
0.854722875892,0.454403260823,0.0367355182455,-0.0180159745968
0.854722875892,0.454403260823,0.0367355182455,-0.0180159745968
0.854722875892,0.503921890668,0.108865147459,-0.0215833572337
0.854722875892,0.503921890668,0.108865147459,-0.0215833572337
0.850272501834,0.503921890668,0.108865147459,-0.0215833572337
0.850272501834,0.503921890668,0.108865147459,-0.0215833572337
0.850272501834,0.19764276411,-0.0478639266254,-0.0271650371771
0.889855973972,0.120004371542,-0.0519747940255,-0.0207309139659
0.889855973972,0.222980220517,-0.277345858733,-0.0221691243733
0.932518209245,0.277342620246,-0.43250449202,-0.0141569673397
0.932518209245,0.277342620246,-0.43250449202,-0.0141569673397
0.932518209245,0.277342620246,-0.43250449202,-0.0141569673397
0.901150941302,-0.0854148469115,-0.685994465028,-0.00401145375803
0.901150941302,-0.0854148469115,-0.685994465028,-0.00401145375803
0.898123234132,-0.0709118220601,-0.864225372031,0.0119007028973
0.930166574914,-0.0709118220601,-0.864225372031,0.0119007028973
1.00541766246,-0.0709118220601,-0.864225372031,0.0119007028973
0.953776093077,0.156280401477,-0.975985514493,0.0260758931149
0.937927880588,0.441186475684,-1.08548979985,0.0123857412922
0.937927880588,0.520984994485,-1.11501099596,-0.0186537590127
0.934125315647,0.520984994485,-1.11501099596,-0.0186537590127
0.935701658757,0.520984994485,-1.11501099596,-0.0186537590127
1.02036957084,0.520984994485,-1.11501099596,-0.0186537590127
1.02036957084,0.364437245779,-1.20971878757,-0.0343091993535
0.965257146487,0.523667483003,-1.25067183759,-0.0272640331025
0.965257146487,0.437550412084,-1.35818898893,-0.0279591473072
1.03869075975,0.250991899595,-0.919106888071,-0.0404459013337
1.02340628884,0.0692881447506,-0.755139150465,-0.0338925608175
0.973245750423,0.292390310042,-0.840247466109,-0.0586255337637
0.973245750423,0.191956362807,-0.881702252402,-0.0493309351942
0.929272597237,0.211063394554,-0.841880371917,-0.0411931025104
0.929272597237,0.0730289272619,-0.623121304936,-0.0403528426529
0.982292928114,-0.0629176718974,-0.635031582454,-0.0601112354985
0.958299757504,-0.0629176718974,-0.635031582454,-0.0601112354985
0.958299757504,0.0706714486245,-0.690315243819,-0.0587000728762
0.958299757504,0.0706714486245,-0.690315243819,-0.0587000728762
0.977655722926,0.0706714486245,-0.690315243819,-0.0587000728762
0.977655722926,0.0532108548392,-0.662793543358,-0.0939385918191
0.977655722926,0.0532108548392,-0.662793543358,-0.0939385918191
1.02481663797,0.0532108548392,-0.662793543358,-0.0939385918191
1.02711393385,0.0532108548392,-0.662793543358,-0.0939385918191
1.02711393385,-0.184326185729,-0.425623162701,-0.0857919650854
0.998190506016,-0.192072536516,-0.300704754963,-0.0895054610835
0.998190506016,-0.310826244783,-0.181781926203,-0.0912007267263
1.01192333953,-0.213148850947,-0.148177693653,-0.0820292256356
1.01192333953,-0.650777167061,-0.251326238479,-0.0861316161666
1.08135810045,-0.650777167061,-0.251326238479,-0.0861316161666
1.08135810045,-0.650777167061,-0.251326238479,-0.0861316161666
1.08034341327,-0.728872139818,-0.496202128566,-0.102858873569
1.08034341327,-0.796688111795,-0.344823864839,-0.114562230716
1.08034341327,-0.685911596424,-0.612900804772,-0.114408512768
1.08034341327,-0.996011077581,-0.710081682943,-0.102188189566
1.08034341327,-1.08926633856,-0.56516444279,-0.112477751618
1.11104914444,-0.903747134228,-0.798234170345,-0.120727803376
1.11104914444,-1.41892198596,-0.650060224464,-0.113388521374
1.08293516988,-1.65596594662,-0.853148586389,-0.116055589786
1.08293516988,-1.66016932108,-0.719723395983,-0.120413794291
1.07769190331,-1.46971075328,-0.443094223799,-0.12145214126
1.07769190331,-1.50404440092,-0.644633246874,-0.140222127832
1.15495352453,-1.50404440092,-0.644633246874,-0.140222127832
1.15495352453,-1.35080674557,-0.563060227846,-0.146645803793
1.13696257126,-1.23288436976,-0.32338262762,-0.143812785816
1.14846277267,-1.161412746,-0.411208125932,-0.170053672971
1.14846277267,-1.161412746,-0.411208125932,-0.170053672971
1.14846277267,-1.24817214543,-0.538012170947,-0.155008559812
1.15349188385,-1.36598969088,-0.682964717957,-0.158474845351
1.15586040298,-1.34452272319,-0.676739066221,-0.165675934599
1.15586040298,-1.34452272319,-0.676739066221,-0.165675934599
1.16504701804,-1.34452272319,-0.676739066221,-0.165675934599
1.19711266328,-1.22893738406,-0.495742945347,-0.178479562069
1.26281476939,-1.15736375715,-0.54805080914,-0.173024541201
1.26281476939,-1.34265608385,-0.578403375469,-0.168910320276
1.27340830158,-1.77581298085,-0.64441278811,-0.172132822024
